   Compiling tldr-cli v0.3.0 (/Users/cosimo/Desktop/PatchWork/tldr-code/crates/tldr-cli)
      "file": "/Users/cosimo/Desktop/PatchWork/tldr-code/crates/tldr-cli/tests/fixtures/vuln_migration_v1/typescript/xss_positive.ts",
      "line": 2,
      "column": 0,
      "taint_flow": [
        {
          "file": "/Users/cosimo/Desktop/PatchWork/tldr-code/crates/tldr-cli/tests/fixtures/vuln_migration_v1/typescript/xss_positive.ts",
          "line": 2,
          "column": 0,
          "code_snippet": "const name = req.query.name;",
          "description": "Source: Express query/route parameter"
        },
        {
          "file": "/Users/cosimo/Desktop/PatchWork/tldr-code/crates/tldr-cli/tests/fixtures/vuln_migration_v1/typescript/xss_positive.ts",
          "line": 2,
          "column": 0,
          "code_snippet": "const name = req.query.name;",
          "description": "Sink: SqlQuery"
        }
      ],
      "remediation": "Use parameterized queries or prepared statements instead of string concatenation",
      "confidence": 0.85
    },
    {
      "vuln_type": "path_traversal",
      "severity": "high",
      "cwe_id": "CWE-22",
      "title": "PathTraversal",
      "description": "FileWrite with unsanitized input",
      "file": "/Users/cosimo/Desktop/PatchWork/tldr-code/crates/tldr-cli/tests/fixtures/vuln_migration_v1/typescript/xss_positive.ts",
      "line": 3,
      "column": 0,
      "taint_flow": [
        {
          "file": "/Users/cosimo/Desktop/PatchWork/tldr-code/crates/tldr-cli/tests/fixtures/vuln_migration_v1/typescript/xss_positive.ts",
          "line": 2,
          "column": 0,
          "code_snippet": "const name = req.query.name;",
          "description": "Source: Express query/route parameter"
        },
        {
          "file": "/Users/cosimo/Desktop/PatchWork/tldr-code/crates/tldr-cli/tests/fixtures/vuln_migration_v1/typescript/xss_positive.ts",
          "line": 3,
          "column": 0,
          "code_snippet": "res.send(\"<h1>\" + name + \"</h1>\");",
          "description": "Sink: FileWrite"
        }
      ],
      "remediation": "Validate paths against a whitelist or use realpath() and verify the result is within allowed directories",
      "confidence": 0.85
    }
  ],
  "summary": {
    "total_findings": 2,
    "by_severity": {
      "high": 2
    },
    "by_type": {
      "sqlinjection": 1,
      "pathtraversal": 1
    },
    "files_with_vulns": 1
  },
  "scan_duration_ms": 1,
  "files_scanned": 1
}


failures:
    c_sql_injection_positive
    cpp_command_injection_positive
    cpp_deserialization_positive
    cpp_path_traversal_positive
    cpp_sql_injection_positive
    csharp_command_injection_positive
    csharp_deserialization_positive
    csharp_path_traversal_positive
    csharp_xss_positive
    elixir_command_injection_positive
    elixir_path_traversal_positive
    elixir_sql_injection_positive
    java_deserialization_positive
    java_path_traversal_positive
    javascript_deserialization_positive
    javascript_xss_positive
    lua_sql_injection_positive
    luau_sql_injection_positive
    ocaml_sql_injection_positive
    python_xss_positive
    ruby_command_injection_positive
    ruby_sql_injection_positive
    rust_command_injection_positive
    rust_deserialization_positive
    rust_path_traversal_positive
    rust_ssrf_positive
    scala_deserialization_positive
    scala_path_traversal_positive
    swift_command_injection_positive
    swift_path_traversal_positive
    swift_sql_injection_positive
    typescript_deserialization_positive
    typescript_xss_positive

test result: FAILED. 133 passed; 33 failed; 0 ignored; 0 measured; 0 filtered out; finished in 1.14s

error: test failed, to rerun pass `-p tldr-cli --test vuln_migration_v1_red`
error: 1 target failed:
    `-p tldr-cli --test vuln_migration_v1_red`
   Compiling tldr-cli v0.3.0 (/Users/cosimo/Desktop/PatchWork/tldr-code/crates/tldr-cli)
    Finished `release` profile [optimized] target(s) in 4.92s
     Running tests/vuln_migration_v1_composite_red.rs (target/release/deps/vuln_migration_v1_composite_red-98fa1c4e9dccf230)

running 1 test
test composite_multi_pattern_string_literal_fp_returns_zero_findings ... ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 0 filtered out; finished in 0.91s

